Stock,Buy date,Buy price,Entry rank,Risk-adj score,6m return % at entry,Volatility %/yr at entry,5y return %,WHY PICKED,Initial SL,SL path,Peak price,Final SL,Sell date,Sell price,Exit trigger,WHY EXITED,Return %
MARINE,2024-10-11,130.6,19,42.02,157.0,59.0,n/a,"Rank #19 of 961 by 6m-return/volatility | 6m +157%, vol ~59%/yr",107.1,-18%,135.8,107.1,2024-10-25,107.1,STOP_LOSS,"Stop-loss hit at 107; had peaked +4%, SL trailed to 107",-18.6
WOCKPHARMA,2024-10-11,1096.4,5,72.93,301.0,65.0,154.0,"Rank #5 of 961 by 6m-return/volatility | 6m +301%, vol ~65%/yr, 5y +154% (not over-extended)",899.0,-18% ->BE@+15% ->20%-trail,1741.2,1393.0,2025-01-22,1393.0,STOP_LOSS,"Stop-loss hit at 1393; had peaked +59%, SL trailed to 1393",26.4
LIQUIDADD,2024-10-11,1035.4,1,217.22,3.0,0.0,n/a,"Rank #1 of 961 by 6m-return/volatility | 6m +3%, vol ~0%/yr",849.0,-18%,1151.2,849.0,2026-04-21,1122.9,OPEN,Still held (in top-25 currently),7.9
LIQUID1,2024-10-11,1013.1,3,77.54,1.0,0.0,n/a,"Rank #3 of 961 by 6m-return/volatility | 6m +1%, vol ~0%/yr",830.8,-18%,1123.3,830.8,2026-04-21,1100.7,OPEN,Still held (in top-25 currently),8.0
KITEX,2024-11-12,94.2,14,41.07,203.0,78.0,647.0,"Rank #14 of 882 by 6m-return/volatility | 6m +203%, vol ~78%/yr, 5y +647%",77.2,-18% ->BE@+15%,118.8,94.2,2025-03-20,114.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 115,21.1
JSWHL,2024-11-12,12908.2,11,43.12,187.0,69.0,597.0,"Rank #11 of 882 by 6m-return/volatility | 6m +187%, vol ~69%/yr, 5y +597%",10584.8,-18% ->BE@+15%,14876.4,12908.2,2024-11-19,12908.2,STOP_LOSS,"Stop-loss hit at 12908; had peaked +15%, SL trailed to 12908",-0.6
POKARNA,2024-11-12,1100.6,23,36.45,131.0,57.0,292.0,"Rank #23 of 882 by 6m-return/volatility | 6m +131%, vol ~57%/yr, 5y +292%",902.5,-18% ->BE@+15%,1272.0,1100.6,2024-12-16,1191.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1192,7.7
CHOICEIN,2024-11-12,523.5,24,36.36,64.0,28.0,n/a,"Rank #24 of 882 by 6m-return/volatility | 6m +64%, vol ~28%/yr",429.3,-18%,566.3,429.3,2024-12-16,563.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 564,7.1
CUPID,2024-11-12,19.2,5,76.76,288.0,60.0,537.0,"Rank #5 of 882 by 6m-return/volatility | 6m +288%, vol ~60%/yr, 5y +537%",15.7,-18%,20.5,15.7,2024-12-16,18.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 18,-4.1
DEEPAKFERT,2024-11-12,1221.0,12,42.43,146.0,54.0,1655.0,"Rank #12 of 882 by 6m-return/volatility | 6m +146%, vol ~54%/yr, 5y +1655%",1001.2,-18%,1353.4,1001.2,2024-12-16,1207.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1207,-1.7
NEULANDLAB,2024-11-12,15329.5,19,38.53,148.0,61.0,3603.0,"Rank #19 of 882 by 6m-return/volatility | 6m +148%, vol ~61%/yr, 5y +3603%",12570.2,-18% ->BE@+15%,18100.0,15329.5,2024-12-13,15329.5,STOP_LOSS,"Stop-loss hit at 15330; had peaked +18%, SL trailed to 15330",-0.6
MANORAMA,2024-11-12,1032.8,9,56.58,178.0,50.0,n/a,"Rank #9 of 882 by 6m-return/volatility | 6m +178%, vol ~50%/yr",846.9,-18% ->BE@+15%,1256.0,1032.8,2024-12-16,1126.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1126,8.5
GRWRHITECH,2024-11-12,3802.7,20,38.51,138.0,57.0,n/a,"Rank #20 of 882 by 6m-return/volatility | 6m +138%, vol ~57%/yr",3118.2,-18% ->BE@+15% ->20%-trail,5163.9,4131.1,2025-01-10,4131.1,STOP_LOSS,"Stop-loss hit at 4131; had peaked +36%, SL trailed to 4131",8.0
BALUFORGE,2024-11-12,756.5,22,37.03,149.0,64.0,n/a,"Rank #22 of 882 by 6m-return/volatility | 6m +149%, vol ~64%/yr",620.3,-18%,867.7,620.3,2025-01-16,704.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 704,-7.5
SUVENPHAR,2024-11-12,1261.8,15,40.82,85.0,33.0,n/a,"Rank #15 of 882 by 6m-return/volatility | 6m +85%, vol ~33%/yr",1034.7,-18%,1424.7,1034.7,2025-01-16,1121.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1121,-11.7
INDIACEM,2024-11-12,342.0,4,100.04,70.0,11.0,349.0,"Rank #4 of 882 by 6m-return/volatility | 6m +70%, vol ~11%/yr, 5y +349%",280.5,-18%,365.5,280.5,2025-01-16,361.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 362,5.2
COFORGE,2024-11-12,1643.4,18,39.01,78.0,32.0,n/a,"Rank #18 of 882 by 6m-return/volatility | 6m +78%, vol ~32%/yr",1347.6,-18% ->BE@+15%,2034.5,1643.4,2025-01-16,1771.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1772,7.2
PAYTM,2024-11-12,756.5,25,35.19,132.0,60.0,n/a,"Rank #25 of 882 by 6m-return/volatility | 6m +132%, vol ~60%/yr",620.3,-18% ->BE@+15% ->20%-trail,1018.2,814.6,2025-01-10,814.6,STOP_LOSS,"Stop-loss hit at 815; had peaked +35%, SL trailed to 815",7.1
WINDMACHIN,2024-11-12,255.8,8,58.76,195.0,53.0,315.0,"Rank #8 of 882 by 6m-return/volatility | 6m +195%, vol ~53%/yr, 5y +315%",209.7,-18% ->BE@+15% ->20%-trail,447.1,357.6,2024-12-27,357.6,STOP_LOSS,"Stop-loss hit at 358; had peaked +75%, SL trailed to 358",39.2
IWEL,2024-11-12,11052.6,13,42.32,138.0,52.0,n/a,"Rank #13 of 882 by 6m-return/volatility | 6m +138%, vol ~52%/yr",9063.1,-18%,11774.0,9063.1,2025-01-10,9063.1,STOP_LOSS,"Stop-loss hit at 9063; had peaked +7%, SL trailed to 9063",-18.6
GEPIL,2024-12-16,439.4,22,40.48,160.0,63.0,-19.0,"Rank #22 of 892 by 6m-return/volatility | 6m +160%, vol ~63%/yr, 5y -19% (not over-extended)",360.3,-18%,444.1,360.3,2025-01-06,360.3,STOP_LOSS,"Stop-loss hit at 360; had peaked +1%, SL trailed to 360",-18.6
SUMMITSEC,2024-12-16,3257.2,25,37.4,141.0,60.0,762.0,"Rank #25 of 892 by 6m-return/volatility | 6m +141%, vol ~60%/yr, 5y +762%",2670.9,-18%,3342.5,2670.9,2025-01-10,2670.9,STOP_LOSS,"Stop-loss hit at 2671; had peaked +3%, SL trailed to 2671",-18.6
IZMO,2024-12-16,433.1,9,64.94,279.0,68.0,849.0,"Rank #9 of 892 by 6m-return/volatility | 6m +279%, vol ~68%/yr, 5y +849%",355.2,-18%,441.6,355.2,2025-07-23,399.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 399,-8.5
PLATIND,2024-12-16,472.4,18,45.94,146.0,51.0,n/a,"Rank #18 of 892 by 6m-return/volatility | 6m +146%, vol ~51%/yr",387.4,-18%,472.4,387.4,2025-01-09,387.4,STOP_LOSS,"Stop-loss hit at 387; had peaked +0%, SL trailed to 387",-18.6
KERNEX,2024-12-16,792.7,4,103.55,309.0,47.0,23.0,"Rank #4 of 892 by 6m-return/volatility | 6m +309%, vol ~47%/yr, 5y +23% (not over-extended)",650.0,-18%,821.4,650.0,2025-03-27,650.0,STOP_LOSS,"Stop-loss hit at 650; had peaked +4%, SL trailed to 650",-18.6
POCL,2024-12-16,941.5,15,47.94,152.0,50.0,n/a,"Rank #15 of 892 by 6m-return/volatility | 6m +152%, vol ~50%/yr",772.0,-18%,1003.7,772.0,2025-01-14,758.1,STOP_LOSS,"Stop-loss hit at 758; had peaked +7%, SL trailed to 772",-20.1
ZENTEC,2024-12-16,2264.4,17,45.96,126.0,44.0,5593.0,"Rank #17 of 892 by 6m-return/volatility | 6m +126%, vol ~44%/yr, 5y +5593%",1856.8,-18%,2556.5,1856.8,2025-01-16,2176.9,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2177,-4.5
GOLDIAM,2024-12-16,462.3,24,38.49,161.0,66.0,1373.0,"Rank #24 of 892 by 6m-return/volatility | 6m +161%, vol ~66%/yr, 5y +1373%",379.1,-18% ->BE@+15% ->20%-trail,602.1,481.7,2025-01-22,481.7,STOP_LOSS,"Stop-loss hit at 482; had peaked +30%, SL trailed to 482",3.6
PARAS,2024-12-16,516.3,13,52.97,144.0,43.0,n/a,"Rank #13 of 892 by 6m-return/volatility | 6m +144%, vol ~43%/yr",423.4,-18%,542.3,423.4,2025-02-17,447.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 447,-14.0
BBOX,2024-12-16,600.5,19,44.08,154.0,56.0,n/a,"Rank #19 of 892 by 6m-return/volatility | 6m +154%, vol ~56%/yr",492.4,-18%,612.0,492.4,2025-01-29,487.6,STOP_LOSS,"Stop-loss hit at 488; had peaked +2%, SL trailed to 492",-19.4
RGL,2025-01-16,182.2,16,34.66,91.0,42.0,175.0,"Rank #16 of 866 by 6m-return/volatility | 6m +91%, vol ~42%/yr, 5y +175% (not over-extended)",149.4,-18%,199.6,149.4,2025-01-28,149.4,STOP_LOSS,"Stop-loss hit at 149; had peaked +10%, SL trailed to 149",-18.6
LLOYDSME,2025-01-16,1434.5,15,37.8,95.0,40.0,n/a,"Rank #15 of 866 by 6m-return/volatility | 6m +95%, vol ~40%/yr",1176.3,-18%,1444.8,1176.3,2025-01-28,1176.3,STOP_LOSS,"Stop-loss hit at 1176; had peaked +1%, SL trailed to 1176",-18.6
PGIL,2025-01-16,1607.7,12,40.23,103.0,41.0,2731.0,"Rank #12 of 866 by 6m-return/volatility | 6m +103%, vol ~41%/yr, 5y +2731%",1318.3,-18%,1622.0,1318.3,2025-01-20,1318.3,STOP_LOSS,"Stop-loss hit at 1318; had peaked +1%, SL trailed to 1318",-18.6
GOKULAGRO,2025-01-16,159.0,18,33.08,105.0,50.0,2191.0,"Rank #18 of 866 by 6m-return/volatility | 6m +105%, vol ~50%/yr, 5y +2191%",130.4,-18%,159.5,130.4,2025-01-24,130.4,STOP_LOSS,"Stop-loss hit at 130; had peaked +0%, SL trailed to 130",-18.6
VLEGOV,2025-01-16,70.4,4,75.15,283.0,60.0,n/a,"Rank #4 of 866 by 6m-return/volatility | 6m +283%, vol ~60%/yr",57.7,-18%,70.4,57.7,2025-01-29,57.7,STOP_LOSS,"Stop-loss hit at 58; had peaked +0%, SL trailed to 58",-18.6
PTCIL,2025-01-16,17874.2,7,47.8,130.0,43.0,n/a,"Rank #7 of 866 by 6m-return/volatility | 6m +130%, vol ~43%/yr",14656.8,-18%,18067.1,14656.8,2025-01-29,14547.2,STOP_LOSS,"Stop-loss hit at 14547; had peaked +1%, SL trailed to 14657",-19.2
INNOVACAP,2025-01-16,1001.6,22,28.93,102.0,56.0,n/a,"Rank #22 of 866 by 6m-return/volatility | 6m +102%, vol ~56%/yr",821.3,-18%,1056.7,821.3,2025-02-12,821.3,STOP_LOSS,"Stop-loss hit at 821; had peaked +6%, SL trailed to 821",-18.6
INDRAMEDCO,2025-01-16,504.5,25,27.6,92.0,53.0,463.0,"Rank #25 of 866 by 6m-return/volatility | 6m +92%, vol ~53%/yr, 5y +463%",413.7,-18%,518.2,413.7,2025-01-28,413.7,STOP_LOSS,"Stop-loss hit at 414; had peaked +3%, SL trailed to 414",-18.6
ANANTRAJ,2025-01-16,996.9,23,28.86,84.0,46.0,6772.0,"Rank #23 of 866 by 6m-return/volatility | 6m +84%, vol ~46%/yr, 5y +6772%",817.4,-18%,1042.7,817.4,2025-01-27,817.4,STOP_LOSS,"Stop-loss hit at 817; had peaked +5%, SL trailed to 817",-18.6
REFEX,2025-01-16,339.2,6,62.19,275.0,70.0,3602.0,"Rank #6 of 866 by 6m-return/volatility | 6m +275%, vol ~70%/yr, 5y +3602%",278.1,-18%,382.2,278.1,2025-03-27,359.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 360,5.5
BSE,2025-01-16,1933.3,9,45.67,153.0,53.0,3170.0,"Rank #9 of 866 by 6m-return/volatility | 6m +153%, vol ~53%/yr, 5y +3170%",1585.3,-18%,1978.1,1585.3,2025-02-28,1585.3,STOP_LOSS,"Stop-loss hit at 1585; had peaked +2%, SL trailed to 1585",-18.6
PCJEWELLER,2025-01-16,14.4,10,44.88,161.0,57.0,83.0,"Rank #10 of 866 by 6m-return/volatility | 6m +161%, vol ~57%/yr, 5y +83% (not over-extended)",11.8,-18%,16.1,11.8,2025-02-17,11.8,STOP_LOSS,"Stop-loss hit at 12; had peaked +12%, SL trailed to 12",-18.6
63MOONS,2025-01-16,820.3,17,33.77,140.0,66.0,3448.0,"Rank #17 of 866 by 6m-return/volatility | 6m +140%, vol ~66%/yr, 5y +3448%",672.7,-18%,877.3,672.7,2025-02-14,672.7,STOP_LOSS,"Stop-loss hit at 673; had peaked +7%, SL trailed to 673",-18.6
LTGILTBEES,2025-01-16,27.3,24,28.37,5.0,3.0,n/a,"Rank #24 of 866 by 6m-return/volatility | 6m +5%, vol ~3%/yr",22.4,-18%,29.8,22.4,2025-09-02,28.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 29,4.1
RPOWER,2025-02-17,24.6,22,18.9,69.0,58.0,205.0,"Rank #22 of 813 by 6m-return/volatility | 6m +69%, vol ~58%/yr, 5y +205%",20.1,-18%,26.0,20.1,2025-03-21,25.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 25,1.8
MAFANG,2025-02-17,143.9,17,23.1,52.0,36.0,n/a,"Rank #17 of 813 by 6m-return/volatility | 6m +52%, vol ~36%/yr",118.0,-18%,153.5,118.0,2025-03-10,118.0,STOP_LOSS,"Stop-loss hit at 118; had peaked +7%, SL trailed to 118",-18.6
SEQUENT,2025-02-17,150.8,24,17.63,62.0,56.0,163.0,"Rank #24 of 813 by 6m-return/volatility | 6m +62%, vol ~56%/yr, 5y +163% (not over-extended)",123.6,-18%,163.0,123.6,2025-03-21,144.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 145,-4.6
OPTIEMUS,2025-02-17,517.5,20,19.46,88.0,72.0,96.0,"Rank #20 of 813 by 6m-return/volatility | 6m +88%, vol ~72%/yr, 5y +96% (not over-extended)",424.3,-18%,537.0,424.3,2025-03-03,424.3,STOP_LOSS,"Stop-loss hit at 424; had peaked +4%, SL trailed to 424",-18.6
AMIORG,2025-02-17,1070.8,23,18.83,73.0,61.0,n/a,"Rank #23 of 813 by 6m-return/volatility | 6m +73%, vol ~61%/yr",878.1,-18%,1213.7,878.1,2025-03-21,1177.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1177,9.3
GOLDBEES,2025-02-17,66.8,14,23.64,19.0,13.0,100.0,"Rank #14 of 813 by 6m-return/volatility | 6m +19%, vol ~13%/yr, 5y +100% (not over-extended)",54.8,-18% ->BE@+15%,77.9,66.8,2025-04-28,73.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 74,9.7
BLUEJET,2025-02-17,754.3,21,19.23,61.0,50.0,n/a,"Rank #21 of 813 by 6m-return/volatility | 6m +61%, vol ~50%/yr",618.5,-18% ->BE@+15%,968.3,754.3,2025-04-04,754.3,STOP_LOSS,"Stop-loss hit at 754; had peaked +28%, SL trailed to 754",-0.6
CARTRADE,2025-02-17,1535.6,25,17.08,62.0,58.0,n/a,"Rank #25 of 813 by 6m-return/volatility | 6m +62%, vol ~58%/yr",1259.2,-18% ->BE@+15%,1889.0,1535.6,2025-04-07,1460.0,STOP_LOSS,"Stop-loss hit at 1460; had peaked +23%, SL trailed to 1536",-5.5
VIMTALABS,2025-02-17,540.6,18,22.92,98.0,68.0,605.0,"Rank #18 of 813 by 6m-return/volatility | 6m +98%, vol ~68%/yr, 5y +605%",443.3,-18% ->BE@+15%,647.5,540.6,2025-04-01,540.6,STOP_LOSS,"Stop-loss hit at 541; had peaked +20%, SL trailed to 541",-0.6
HNGSNGBEES,2025-02-17,415.8,9,25.9,49.0,30.0,17.0,"Rank #9 of 813 by 6m-return/volatility | 6m +49%, vol ~30%/yr, 5y +17% (not over-extended)",341.0,-18%,448.9,341.0,2025-04-07,341.0,STOP_LOSS,"Stop-loss hit at 341; had peaked +8%, SL trailed to 341",-18.6
GOLDIETF,2025-02-17,68.6,15,23.17,19.0,13.0,n/a,"Rank #15 of 813 by 6m-return/volatility | 6m +19%, vol ~13%/yr",56.3,-18% ->BE@+15%,81.6,68.6,2025-05-29,75.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 76,9.9
SETFGOLD,2025-02-17,68.4,12,24.56,19.0,12.0,-98.0,"Rank #12 of 813 by 6m-return/volatility | 6m +19%, vol ~12%/yr, 5y -98% (not over-extended)",56.1,-18% ->BE@+15% ->20%-trail,89.8,71.8,2025-05-29,75.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 76,9.8
HDFCGOLD,2025-02-17,68.7,10,25.39,19.0,12.0,n/a,"Rank #10 of 813 by 6m-return/volatility | 6m +19%, vol ~12%/yr",56.3,-18% ->BE@+15%,79.9,68.7,2025-05-29,75.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 76,9.8
TATAGOLD,2025-02-17,7.9,8,26.49,19.0,11.0,n/a,"Rank #8 of 813 by 6m-return/volatility | 6m +19%, vol ~11%/yr",6.5,-18% ->BE@+15%,9.9,7.9,2025-04-07,7.9,STOP_LOSS,"Stop-loss hit at 8; had peaked +25%, SL trailed to 8",-0.6
LLOYDSME,2025-03-21,1312.2,25,18.75,61.0,51.0,n/a,"Rank #25 of 855 by 6m-return/volatility | 6m +61%, vol ~51%/yr",1076.0,-18%,1352.0,1076.0,2025-04-07,1015.0,STOP_LOSS,"Stop-loss hit at 1015; had peaked +3%, SL trailed to 1076",-23.2
KITEX,2025-03-21,116.4,5,68.61,257.0,60.0,719.0,"Rank #5 of 855 by 6m-return/volatility | 6m +257%, vol ~60%/yr, 5y +719%",95.5,-18% ->BE@+15% ->20%-trail,193.2,154.6,2025-05-20,188.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 188,61.1
JSWHL,2025-03-21,18253.4,6,56.05,269.0,76.0,999.0,"Rank #6 of 855 by 6m-return/volatility | 6m +269%, vol ~76%/yr, 5y +999%",14967.8,-18% ->BE@+15%,21458.2,18253.4,2025-08-07,18253.4,STOP_LOSS,"Stop-loss hit at 18253; had peaked +18%, SL trailed to 18253",-0.6
INDOTECH,2025-03-21,2234.5,22,20.96,82.0,62.0,633.0,"Rank #22 of 855 by 6m-return/volatility | 6m +82%, vol ~62%/yr, 5y +633%",1832.3,-18% ->BE@+15%,2574.3,2234.5,2025-04-28,2234.5,STOP_LOSS,"Stop-loss hit at 2235; had peaked +15%, SL trailed to 2235",-0.6
KIRIINDUS,2025-03-21,610.1,23,20.5,69.0,54.0,71.0,"Rank #23 of 855 by 6m-return/volatility | 6m +69%, vol ~54%/yr, 5y +71% (not over-extended)",500.3,-18%,688.0,500.3,2025-04-28,593.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 593,-3.4
MAHKTECH,2025-03-21,25.0,8,36.97,88.0,38.0,n/a,"Rank #8 of 855 by 6m-return/volatility | 6m +88%, vol ~38%/yr",20.5,-18%,25.2,20.5,2025-04-07,20.5,STOP_LOSS,"Stop-loss hit at 20; had peaked +1%, SL trailed to 20",-18.6
PANACEABIO,2025-03-21,447.8,15,29.22,122.0,66.0,158.0,"Rank #15 of 855 by 6m-return/volatility | 6m +122%, vol ~66%/yr, 5y +158% (not over-extended)",367.2,-18% ->BE@+15%,581.9,447.8,2025-05-29,521.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 521,15.8
GOLD1,2025-03-21,69.6,13,30.48,20.0,10.0,n/a,"Rank #13 of 855 by 6m-return/volatility | 6m +20%, vol ~10%/yr",57.1,-18%,79.0,57.1,2025-05-29,74.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 74,6.4
LIQUIDBETF,2025-03-21,1022.0,4,150.18,2.0,0.0,n/a,"Rank #4 of 855 by 6m-return/volatility | 6m +2%, vol ~0%/yr",838.0,-18% ->BE@+15%,1207.5,1022.0,2025-09-08,1022.0,STOP_LOSS,"Stop-loss hit at 1022; had peaked +18%, SL trailed to 1022",-0.6
GALLANTT,2025-04-28,454.8,13,24.03,78.0,52.0,769.0,"Rank #13 of 908 by 6m-return/volatility | 6m +78%, vol ~52%/yr, 5y +769%",372.9,-18%,508.8,372.9,2025-05-29,462.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 463,1.1
BAJFINANCE,2025-04-28,914.1,22,19.73,34.0,27.0,256.0,"Rank #22 of 908 by 6m-return/volatility | 6m +34%, vol ~27%/yr, 5y +256%",749.5,-18%,938.6,749.5,2025-05-29,925.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 925,0.6
GOLDETF,2025-04-28,88.7,25,18.98,21.0,17.0,n/a,"Rank #25 of 908 by 6m-return/volatility | 6m +21%, vol ~17%/yr",72.8,-18%,92.2,72.8,2025-05-29,88.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 89,-0.5
AGIIL,2025-04-28,196.0,15,22.41,77.0,55.0,n/a,"Rank #15 of 908 by 6m-return/volatility | 6m +77%, vol ~55%/yr",160.8,-18%,209.9,160.8,2025-05-29,194.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 194,-1.4
GOLDETFADD,2025-04-28,92.9,19,20.52,21.0,16.0,n/a,"Rank #19 of 908 by 6m-return/volatility | 6m +21%, vol ~16%/yr",76.2,-18%,96.3,76.2,2025-05-29,92.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 93,-0.9
SPMLINFRA,2025-04-28,182.3,12,28.92,110.0,60.0,-47.0,"Rank #12 of 908 by 6m-return/volatility | 6m +110%, vol ~60%/yr, 5y -47% (not over-extended)",149.5,-18%,189.0,149.5,2025-05-09,148.8,STOP_LOSS,"Stop-loss hit at 149; had peaked +4%, SL trailed to 149",-19.0
KERNEX,2025-04-28,641.9,11,31.46,122.0,61.0,13.0,"Rank #11 of 908 by 6m-return/volatility | 6m +122%, vol ~61%/yr, 5y +13% (not over-extended)",526.3,-18% ->BE@+15% ->20%-trail,987.6,790.1,2025-05-29,987.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 988,53.3
MANGCHEFER,2025-04-28,222.3,14,22.57,68.0,48.0,660.0,"Rank #14 of 908 by 6m-return/volatility | 6m +68%, vol ~48%/yr, 5y +660%",182.3,-18% ->BE@+15% ->20%-trail,301.8,241.4,2025-06-30,273.0,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 273,22.2
MARINE,2025-04-28,160.0,8,60.9,237.0,62.0,n/a,"Rank #8 of 908 by 6m-return/volatility | 6m +237%, vol ~62%/yr",131.2,-18%,183.7,131.2,2025-05-29,170.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 170,5.8
SHAKTIPUMP,2025-04-28,890.2,20,20.23,75.0,59.0,198.0,"Rank #20 of 908 by 6m-return/volatility | 6m +75%, vol ~59%/yr, 5y +198% (not over-extended)",729.9,-18% ->BE@+15%,1049.0,890.2,2025-06-30,944.7,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 945,5.5
REFEX,2025-04-28,433.2,7,88.63,346.0,62.0,7605.0,"Rank #7 of 908 by 6m-return/volatility | 6m +346%, vol ~62%/yr, 5y +7605%",355.3,-18% ->BE@+15%,534.0,433.2,2025-06-20,433.2,STOP_LOSS,"Stop-loss hit at 433; had peaked +23%, SL trailed to 433",-0.6
MANAPPURAM,2025-04-28,219.3,17,20.89,57.0,44.0,106.0,"Rank #17 of 908 by 6m-return/volatility | 6m +57%, vol ~44%/yr, 5y +106% (not over-extended)",179.8,-18% ->BE@+15%,270.1,219.3,2025-07-30,243.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 243,10.3
SKYGOLD,2025-04-28,296.6,5,93.71,367.0,62.0,n/a,"Rank #5 of 908 by 6m-return/volatility | 6m +367%, vol ~62%/yr",243.2,-18% ->BE@+15% ->20%-trail,396.0,316.8,2025-06-20,316.8,STOP_LOSS,"Stop-loss hit at 317; had peaked +34%, SL trailed to 317",6.2
WEBELSOLAR,2025-04-28,126.4,6,91.23,338.0,59.0,13226.0,"Rank #6 of 908 by 6m-return/volatility | 6m +338%, vol ~59%/yr, 5y +13226%",103.6,-18%,132.3,103.6,2025-05-09,103.6,STOP_LOSS,"Stop-loss hit at 104; had peaked +5%, SL trailed to 104",-18.6
MAZDOCK,2025-05-29,3491.1,19,27.46,101.0,59.0,n/a,"Rank #19 of 873 by 6m-return/volatility | 6m +101%, vol ~59%/yr",2862.7,-18%,3491.1,2862.7,2025-06-30,3019.3,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 3019,-14.1
BIRLAMONEY,2025-05-29,171.6,12,30.76,150.0,77.0,480.0,"Rank #12 of 873 by 6m-return/volatility | 6m +150%, vol ~77%/yr, 5y +480%",140.7,-18% ->BE@+15%,202.2,171.6,2025-06-13,171.6,STOP_LOSS,"Stop-loss hit at 172; had peaked +18%, SL trailed to 172",-0.6
GROWWDEFNC,2025-05-29,82.5,25,23.32,52.0,35.0,n/a,"Rank #25 of 873 by 6m-return/volatility | 6m +52%, vol ~35%/yr",67.6,-18%,86.8,67.6,2025-06-30,83.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 83,0.1
GRSE,2025-05-29,2819.5,21,26.86,125.0,74.0,2143.0,"Rank #21 of 873 by 6m-return/volatility | 6m +125%, vol ~74%/yr, 5y +2143%",2312.0,-18%,3228.6,2312.0,2025-06-30,2751.2,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 2751,-3.0
RPOWER,2025-05-29,34.7,22,25.76,98.0,60.0,490.0,"Rank #22 of 873 by 6m-return/volatility | 6m +98%, vol ~60%/yr, 5y +490%",28.5,-18% ->BE@+15% ->20%-trail,50.9,40.7,2025-09-22,47.1,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 47,35.1
INDIAGLYCO,2025-05-29,901.5,24,23.34,69.0,47.0,624.0,"Rank #24 of 873 by 6m-return/volatility | 6m +69%, vol ~47%/yr, 5y +624%",739.2,-18%,1009.0,739.2,2025-06-30,973.6,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 974,7.4
NAZARA,2025-05-29,323.2,17,28.2,40.0,23.0,n/a,"Rank #17 of 873 by 6m-return/volatility | 6m +40%, vol ~23%/yr",265.0,-18%,340.0,265.0,2025-06-30,325.8,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 326,0.2
BDL,2025-05-29,1775.9,10,37.05,120.0,51.0,1510.0,"Rank #10 of 873 by 6m-return/volatility | 6m +120%, vol ~51%/yr, 5y +1510%",1456.2,-18%,1886.6,1456.2,2025-06-30,1748.5,RANK_DROP,Dropped out of top-25 (momentum faded); sold at close 1749,-2.1
E2E,2025-05-29,378.2,18,27.79,102.0,58.0,n/a,"Rank #18 of 873 by 6m-return/volatility | 6m +102%, vol ~58%/yr",310.1,-18%,397.1,310.1,2025-07-24,301.1,STOP_LOSS,"Stop-loss hit at 301; had peaked +5%, SL trailed to 310",-21.0
